sampleName	originalIndex	Cell.Type..Samples	MajorType	JustPyra	GabaDeep	PyramidalDeep	WithOxtr	WithHtr3a	CellType	forContanim	Normalize2.0	Normalize	MainName	Description	Region	Anatomical.Region	Age	AgeExact	Method	RNA.isolation.method	RNA.amplification.and.labeling.method	Platform	Reference	PMID	SharePermit	Notes	MouseStrain	ReporterGene	Cortex.Astrocyte	Cortex.Gabaergic	Cortex.Microglia	Cortex.Oligo	Cortex.Pyramidal	Brainstem.Astrocyte	Brainstem.Microglia	Brainstem.MotorCholin	Brainstem.Oligo	Brainstem.Serotonergic	Forebrain.Astrocyte	Forebrain.Cholin	Forebrain.Microglia	Forebrain.Oligo	SpinalCord.Astrocyte	SpinalCord.Microglia	SpinalCord.MotorCholin	SpinalCord.Oligo	Striatum.Astrocyte	Striatum.Cholin	Striatum.Microglia	Striatum.Oligo	Striatum.Spiny	Cerebellum.Astrocyte	Cerebellum.Basket	Cerebellum.CerebGranule	Cerebellum.Golgi	Cerebellum.Microglia	Cerebellum.Oligo	Cerebellum.Purkinje	Amygdala.Astrocyte	Amygdala.Gluta	Amygdala.Microglia	Amygdala.Oligo	Amygdala.Pyramidal	Hippocampus.Astrocyte	Hippocampus.DentateGranule	Hippocampus.Gabaergic	Hippocampus.Microglia	Hippocampus.Oligo	Hippocampus.Pyramidal	Thalamus.Astrocyte	Thalamus.Gabaergic	Thalamus.Hypocretinergic	Thalamus.Microglia	Thalamus.Oligo	Midbrain.Astrocyte	Midbrain.Cholin	Midbrain.Dopaminergic	Midbrain.Microglia	Midbrain.Oligo	Midbrain.Serotonergic	LocusCereuleus.Astrocyte	LocusCereuleus.Microglia	LocusCereuleus.Oligo	LocusCereuleus.Th_positive_LC	Ependymal.Astrocyte	Ependymal.Ependymal	Ependymal.Microglia	Ependymal.Oligo
GSM63015	35	S_gin_h GSM63015, GSM63016, GSM63017	Neuron	NA	GabaSSTReln	GabaSSTReln	GabaSSTReln	GabaSSTReln	Gaba	Gabaergic	FALSE	TRUE	GabaSSTReln	GABAergic Interneurons, SST+	Hippocampus	Hippocampus	46-80	69	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL339	Sugino et al., 2006	16369481	TRUE	NA	GIN	Gad1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.146398998102979	0.269600705140315	NA	0.166662497328992	0.162362540096328	0.312428591165862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM63016	35	S_gin_h GSM63015, GSM63016, GSM63017	Neuron	NA	GabaSSTReln	GabaSSTReln	GabaSSTReln	GabaSSTReln	Gaba	Gabaergic	FALSE	TRUE	GabaSSTReln	GABAergic Interneurons, SST+	Hippocampus	Hippocampus	46-80	69	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL339	Sugino et al., 2006	16369481	TRUE	NA	GIN	Gad1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.162979266585138	0.267024725914467	NA	0.181237232582095	0.159549697383941	0.297282700401875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM63017	35	S_gin_h GSM63015, GSM63016, GSM63017	Neuron	NA	GabaSSTReln	GabaSSTReln	GabaSSTReln	GabaSSTReln	Gaba	Gabaergic	FALSE	TRUE	GabaSSTReln	GABAergic Interneurons, SST+	Hippocampus	Hippocampus	46-80	69	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL339	Sugino et al., 2006	16369481	TRUE	NA	GIN	Gad1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.156933251601979	0.307692216625343	NA	0.187965336839416	0.16998035125761	0.313482900808494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM63021	36	S_g42_cg GSM63021, GSM63022, GSM63023	Neuron	NA	GabaPV	GabaPV	GabaPV	GabaPV	GabaPV	Gabaergic	FALSE	TRUE	GabaPV	GABAergic Interneurons, PV+	Cortex	Cingulate Cortex	46-80	70	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL339	Sugino et al., 2006	16369481	TRUE	NA	G42	Gad1	0.152897597832965	NA	0.166871219819803	0.127077419529362	0.155432290737291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM63022	36	S_g42_cg GSM63021, GSM63022, GSM63023	Neuron	NA	GabaPV	GabaPV	GabaPV	GabaPV	GabaPV	Gabaergic	FALSE	TRUE	GabaPV	GABAergic Interneurons, PV+	Cortex	Cingulate Cortex	46-80	70	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL339	Sugino et al., 2006	16369481	TRUE	NA	G42	Gad1	0.156618274679743	NA	0.165579327148084	0.133001262433994	0.14999744213833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM63023	36	S_g42_cg GSM63021, GSM63022, GSM63023	Neuron	NA	GabaPV	GabaPV	GabaPV	GabaPV	GabaPV	Gabaergic	FALSE	TRUE	GabaPV	GABAergic Interneurons, PV+	Cortex	Cingulate Cortex	46-80	70	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL339	Sugino et al., 2006	16369481	TRUE	NA	G42	Gad1	0.15117651961249	NA	0.165912721984859	0.126486694560398	0.209011076599971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM63030	37	S_g42_lg: GSM63030, GSM63031, GSM63032	Neuron	NA	GabaReln	GabaReln	GabaReln	GabaReln	Gaba	Gabaergic	FALSE	TRUE	GabaReln	GABAergic Interneurons, PV+	Thalamus	Thalamus (Lateral Geniculate Nucleus)	46-80	71	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL339	Sugino et al., 2006	16369481	TRUE	NA	G42	Gad1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.147266418291419	NA	0.270160576103648	0.170126080487982	0.159478602442552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM63031	37	S_g42_lg: GSM63030, GSM63031, GSM63032	Neuron	NA	GabaReln	GabaReln	GabaReln	GabaReln	Gaba	Gabaergic	FALSE	TRUE	GabaReln	GABAergic Interneurons, PV+	Thalamus	Thalamus (Lateral Geniculate Nucleus)	46-80	71	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL339	Sugino et al., 2006	16369481	TRUE	NA	G42	Gad1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.142235821336432	NA	0.249287767408437	0.173706973295859	0.141326411496579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM63032	37	S_g42_lg: GSM63030, GSM63031, GSM63032	Neuron	NA	GabaReln	GabaReln	GabaReln	GabaReln	Gaba	Gabaergic	FALSE	TRUE	GabaReln	GABAergic Interneurons, PV+	Thalamus	Thalamus (Lateral Geniculate Nucleus)	46-80	71	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL339	Sugino et al., 2006	16369481	TRUE	NA	G42	Gad1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.148204890291535	NA	0.266942499456439	0.178801369937683	0.165879024737396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM444355	38	S_g42_p15:v2_H34P13,v2_rhwj1,v2_rhwj2: GSM444355, GSM444356, GSM444357	Neuron	NA	GabaPV	GabaPV	GabaPV	GabaPV	GabaPV	Gabaergic	TRUE	TRUE	GabaPV	GABAergic Interneurons, PV+, P13-P15	Cortex	Somatosensory Cortex	14-35	15	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL1261	Okaty et al., 2009	19474331	TRUE	NA	G42	Gad1	0.169174182906239	NA	0.176808197519778	0.148865755813296	0.231568768293668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM444356	38	S_g42_p15:v2_H34P13,v2_rhwj1,v2_rhwj2: GSM444355, GSM444356, GSM444357	Neuron	NA	GabaPV	GabaPV	GabaPV	GabaPV	GabaPV	Gabaergic	TRUE	TRUE	GabaPV	GABAergic Interneurons, PV+, P13-P15	Cortex	Somatosensory Cortex	14-35	15	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL1261	Okaty et al., 2009	19474331	TRUE	NA	G42	Gad1	0.164944646573207	NA	0.178569592767517	0.148428292373458	0.211741001648008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM444357	38	S_g42_p15:v2_H34P13,v2_rhwj1,v2_rhwj2: GSM444355, GSM444356, GSM444357	Neuron	NA	GabaPV	GabaPV	GabaPV	GabaPV	GabaPV	Gabaergic	TRUE	TRUE	GabaPV	GABAergic Interneurons, PV+, P13-P15	Cortex	Somatosensory Cortex	14-35	15	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL1261	Okaty et al., 2009	19474331	TRUE	NA	G42	Gad1	0.16864032302311	NA	0.172172794036335	0.140100106839421	0.213601286402056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM444358	39	S_g42_p25:v2_H48P25,v2_H53P25,v2_H55P25 : GSM444358, GSM444359, GSM444360	Neuron	NA	GabaPV	GabaPV	GabaPV	GabaPV	GabaPV	Gabaergic	TRUE	TRUE	GabaPV	GABAergic Interneurons, PV+, P25	Cortex	Somatosensory Cortex	14-35	25	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL1261	Okaty et al., 2009	19474331	TRUE	NA	G42	Gad1	0.163741519718778	NA	0.178694808141467	0.130234494461888	0.266764183872306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM444359	39	S_g42_p25:v2_H48P25,v2_H53P25,v2_H55P25 : GSM444358, GSM444359, GSM444360	Neuron	NA	GabaPV	GabaPV	GabaPV	GabaPV	GabaPV	Gabaergic	TRUE	TRUE	GabaPV	GABAergic Interneurons, PV+, P25	Cortex	Somatosensory Cortex	14-35	25	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL1261	Okaty et al., 2009	19474331	TRUE	NA	G42	Gad1	0.192330343991781	NA	0.169729559305918	0.145063598121723	0.176586627871044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM444360	39	S_g42_p25:v2_H48P25,v2_H53P25,v2_H55P25 : GSM444358, GSM444359, GSM444360	Neuron	NA	GabaPV	GabaPV	GabaPV	GabaPV	GabaPV	Gabaergic	TRUE	TRUE	GabaPV	GABAergic Interneurons, PV+, P25	Cortex	Somatosensory Cortex	14-35	25	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL1261	Okaty et al., 2009	19474331	TRUE	NA	G42	Gad1	0.157655353270362	NA	0.166728847249594	0.131415003721038	0.160058724657323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM741193	41	GSM741193, GSM741194, GSM741192	Glia	NA	Microglia	Microglia	Microglia	Microglia	Microglia	Microglia	TRUE	TRUE	Microglia	Microglia	All	dunno	46-80	42	FACS	dunno	dunno	GPL1261	Anandasabapathy et al., 2011	21788405	TRUE	NA			0.181265327784949	0.0975224106837975	NA	0.146052132529017	0.10708047458674	0.125715517363664	NA	0.109047741330209	0.0683466661977254	0.127969306656545	0.110153299786305	0.105128266404102	NA	0.0554691438751522	0.109917669997587	NA	0.123498883339565	0.0780888037065177	0.201926382209441	0.166671614318801	NA	0.0992988355114542	0.0970296643795268	0.201955062444221	0.0659914020929373	0.0632728802391241	0.134379413287191	NA	0.147074022055759	0.0944654083769419	0.146324874574637	0.108176606370813	NA	0.122795799765063	0.170232722489215	0.15714101355531	0.14673732354824	0.093438012503317	NA	0.107984271251438	0.0721302008432423	0.135613267079738	0.105672376754559	0.121982556112971	NA	0.0953392133132126	0.191568656997513	0.152660504447505	0.0413559434469474	NA	0.118287647967758	0.179315827984949	0.114237691595957	NA	0.103249005293592	0.0967450952792483	0.0884592488832996	0.220722296110197	NA	0.0856738399610227
GSM741194	41	GSM741193, GSM741194, GSM741192	Glia	NA	Microglia	Microglia	Microglia	Microglia	Microglia	Microglia	TRUE	TRUE	Microglia	Microglia	All	dunno	46-80	42	FACS	dunno	dunno	GPL1261	Anandasabapathy et al., 2011	21788405	TRUE	NA			0.17367988272718	0.0797119666922077	NA	0.158064085388265	0.107187944573188	0.125816256437976	NA	0.0977264077386564	0.0698409222793582	0.123372488293045	0.103389627038941	0.104539469150602	NA	0.0650512590441755	0.107233486900092	NA	0.120820493181096	0.0889457693099994	0.197730664132016	0.163722264027781	NA	0.111233232916957	0.0979252064646031	0.193873126662297	0.0602852699784548	0.0920497601930204	0.129102838528073	NA	0.147626600823463	0.0801437484013634	0.141056177026684	0.118575660346786	NA	0.132181686819245	0.152970958050868	0.148038753805005	0.14168242304302	0.0890341567604618	NA	0.12283549924252	0.0741554943269397	0.131222612639389	0.101750085710431	0.118077107576157	NA	0.09967614383574	0.186532388090293	0.156776590278042	0.0550092269582429	NA	0.124891535511357	0.164071931436499	0.11048513138833	NA	0.112985482303494	0.100237508166134	0.0853557349999896	0.22094270171527	NA	0.0963101519887752
GSM741192	41	GSM741193, GSM741194, GSM741192	Glia	NA	Microglia	Microglia	Microglia	Microglia	Microglia	Microglia	TRUE	TRUE	Microglia	Microglia	All	dunno	46-80	42	FACS	dunno	dunno	GPL1261	Anandasabapathy et al., 2011	21788405	TRUE	NA			0.176073718139393	0.0852631445098544	NA	0.153235548315859	0.0954682472418775	0.122201953654885	NA	0.103590410524897	0.0632387509289842	0.145366136832854	0.102063179892435	0.105565968867008	NA	0.0602573153150603	0.101977905983572	NA	0.122583372812166	0.0826758078247516	0.194759249900394	0.162077100999573	NA	0.109601138116878	0.100334551560295	0.200756891830817	0.054936283197458	0.0787810822102251	0.131220778121403	NA	0.148186826860929	0.0808996138734329	0.141590817589404	0.13166176761443	NA	0.125750256063494	0.147085310794858	0.15122549724962	0.148483690609162	0.102110054135979	NA	0.120458323331005	0.0605430744362373	0.132212615385085	0.103641451723109	0.119627832287405	NA	0.097723968040873	0.186017579457269	0.154704327353682	0.0495170545012314	NA	0.127175773729736	0.172513382066561	0.109577540616045	NA	0.108147188042428	0.101834115200633	0.0858191746927409	0.214216892150113	NA	0.0879699917913017
PC400_1	42	R_purkinje:PC400_1,PC400_2,PC400_3	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	FALSE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	65	LCM	RNeasy Micro Kit	T7 IVT	GPL339	Rossner et al., 2006	17005859	FALSE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.529459614927161	0.390860136812163	0.43311345767298	0.194776019752915	0.266266692041582	0.230108060352916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PC400_2	42	R_purkinje:PC400_1,PC400_2,PC400_3	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	FALSE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	65	LCM	RNeasy Micro Kit	T7 IVT	GPL339	Rossner et al., 2006	17005859	FALSE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.504940965770281	0.31767214770742	0.493516610781325	0.183098329094653	0.261860051373415	0.222867129195073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PC400_3	42	R_purkinje:PC400_1,PC400_2,PC400_3	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	FALSE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	65	LCM	RNeasy Micro Kit	T7 IVT	GPL339	Rossner et al., 2006	17005859	FALSE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.515422828527345	0.404391619261719	0.541327216218231	0.21026565318165	0.261033691490726	0.242974043366506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A9_13_Chee_S1_M430A	45	I_A9:A9_13_Chee_S1_M430A,A9_14_b_Chee_S2_M430A,A9_14_Chee_S2_M430A,A9_15_Chee_S1_M430A,A9_17_Chee_S1_M430A,A9_13_Chee_S2_M430A,A9_14_b_Chee_S1_M430A,A9_14_Chee_S1_M430A,A9_15_Chee_S2_M430A,A9_16_Chee_S1_M430A,A9_16_Chee_S2_M430A,A9_17_Chee_S2_M430A,A9_18_Chee_S1_M430A,A9_18_Chee_S2_M430A,A9_19_Chee_S1_M430A,A9_19_Chee_S2_M430A,A9_20_Chee_S1_M430A,A9_20_Chee_S2_M430A,A9_6_Chee_S1_M430A,A9_6_Chee_S2_M430A,A9_7_Chee_S1_M430A,A9_7_Chee_S2_M430A,A9_8_Chee_S1_M430A,A9_8_Chee_S2_M430A	Neuron	NA	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	FALSE	TRUE	A9Dopaminergic	A9 Dopaminergic Neurons	Midbrain	Ventral Midbrain	46-80	Adult	LCM	Pico Pure RNA isolation kit	T7 IVT	GPL339	Chung et al., 2005	15888489	FALSE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.273415537913812	0.312441350736652	NA	0.231387126717686	0.283428399780994	0.245039354154349	NA	NA	NA	NA	NA	NA	NA	NA
A9_15_Chee_S1_M430A	45	I_A9:A9_13_Chee_S1_M430A,A9_14_b_Chee_S2_M430A,A9_14_Chee_S2_M430A,A9_15_Chee_S1_M430A,A9_17_Chee_S1_M430A,A9_13_Chee_S2_M430A,A9_14_b_Chee_S1_M430A,A9_14_Chee_S1_M430A,A9_15_Chee_S2_M430A,A9_16_Chee_S1_M430A,A9_16_Chee_S2_M430A,A9_17_Chee_S2_M430A,A9_18_Chee_S1_M430A,A9_18_Chee_S2_M430A,A9_19_Chee_S1_M430A,A9_19_Chee_S2_M430A,A9_20_Chee_S1_M430A,A9_20_Chee_S2_M430A,A9_6_Chee_S1_M430A,A9_6_Chee_S2_M430A,A9_7_Chee_S1_M430A,A9_7_Chee_S2_M430A,A9_8_Chee_S1_M430A,A9_8_Chee_S2_M430A	Neuron	NA	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	FALSE	TRUE	A9Dopaminergic	A9 Dopaminergic Neurons	Midbrain	Ventral Midbrain	46-80	Adult	LCM	Pico Pure RNA isolation kit	T7 IVT	GPL339	Chung et al., 2005	15888489	FALSE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.260952674338485	0.300868896936141	NA	0.234053879576612	0.317090771398487	0.204509831491894	NA	NA	NA	NA	NA	NA	NA	NA
A9_8_Chee_S1_M430A	45	I_A9:A9_13_Chee_S1_M430A,A9_14_b_Chee_S2_M430A,A9_14_Chee_S2_M430A,A9_15_Chee_S1_M430A,A9_17_Chee_S1_M430A,A9_13_Chee_S2_M430A,A9_14_b_Chee_S1_M430A,A9_14_Chee_S1_M430A,A9_15_Chee_S2_M430A,A9_16_Chee_S1_M430A,A9_16_Chee_S2_M430A,A9_17_Chee_S2_M430A,A9_18_Chee_S1_M430A,A9_18_Chee_S2_M430A,A9_19_Chee_S1_M430A,A9_19_Chee_S2_M430A,A9_20_Chee_S1_M430A,A9_20_Chee_S2_M430A,A9_6_Chee_S1_M430A,A9_6_Chee_S2_M430A,A9_7_Chee_S1_M430A,A9_7_Chee_S2_M430A,A9_8_Chee_S1_M430A,A9_8_Chee_S2_M430A	Neuron	NA	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	FALSE	TRUE	A9Dopaminergic	A9 Dopaminergic Neurons	Midbrain	Ventral Midbrain	46-80	Adult	LCM	Pico Pure RNA isolation kit	T7 IVT	GPL339	Chung et al., 2005	15888489	FALSE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.292295780191903	0.270155728668991	NA	0.26052789241277	0.299862824052193	0.245137660583859	NA	NA	NA	NA	NA	NA	NA	NA
A9_17_Chee_S1_M430A	45	I_A9:A9_13_Chee_S1_M430A,A9_14_b_Chee_S2_M430A,A9_14_Chee_S2_M430A,A9_15_Chee_S1_M430A,A9_17_Chee_S1_M430A,A9_13_Chee_S2_M430A,A9_14_b_Chee_S1_M430A,A9_14_Chee_S1_M430A,A9_15_Chee_S2_M430A,A9_16_Chee_S1_M430A,A9_16_Chee_S2_M430A,A9_17_Chee_S2_M430A,A9_18_Chee_S1_M430A,A9_18_Chee_S2_M430A,A9_19_Chee_S1_M430A,A9_19_Chee_S2_M430A,A9_20_Chee_S1_M430A,A9_20_Chee_S2_M430A,A9_6_Chee_S1_M430A,A9_6_Chee_S2_M430A,A9_7_Chee_S1_M430A,A9_7_Chee_S2_M430A,A9_8_Chee_S1_M430A,A9_8_Chee_S2_M430A	Neuron	NA	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	FALSE	TRUE	A9Dopaminergic	A9 Dopaminergic Neurons	Midbrain	Ventral Midbrain	46-80	Adult	LCM	Pico Pure RNA isolation kit	T7 IVT	GPL339	Chung et al., 2005	15888489	FALSE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.246470567245722	0.259985591206241	NA	0.219928427839659	0.265893779859297	0.202917774894842	NA	NA	NA	NA	NA	NA	NA	NA
A9_14_Chee_S1_M430A	45	I_A9:A9_13_Chee_S1_M430A,A9_14_b_Chee_S2_M430A,A9_14_Chee_S2_M430A,A9_15_Chee_S1_M430A,A9_17_Chee_S1_M430A,A9_13_Chee_S2_M430A,A9_14_b_Chee_S1_M430A,A9_14_Chee_S1_M430A,A9_15_Chee_S2_M430A,A9_16_Chee_S1_M430A,A9_16_Chee_S2_M430A,A9_17_Chee_S2_M430A,A9_18_Chee_S1_M430A,A9_18_Chee_S2_M430A,A9_19_Chee_S1_M430A,A9_19_Chee_S2_M430A,A9_20_Chee_S1_M430A,A9_20_Chee_S2_M430A,A9_6_Chee_S1_M430A,A9_6_Chee_S2_M430A,A9_7_Chee_S1_M430A,A9_7_Chee_S2_M430A,A9_8_Chee_S1_M430A,A9_8_Chee_S2_M430A	Neuron	NA	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	FALSE	TRUE	A9Dopaminergic	A9 Dopaminergic Neurons	Midbrain	Ventral Midbrain	46-80	Adult	LCM	Pico Pure RNA isolation kit	T7 IVT	GPL339	Chung et al., 2005	15888489	FALSE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.270201112255483	0.274764991511626	NA	0.230567893402192	0.319485843700193	0.254253762235514	NA	NA	NA	NA	NA	NA	NA	NA
