HID	humanGene	mouseGene
8579	STXBP6	Stxbp6
8581	LGALSL	Lgalsl
8584	COMMD9	Commd9
8588	ITPK1	Itpk1
8592	SLC6A7	Slc6a7
8594	UBL4A	Ubl4
8594	UBL4A	Slc10a3-ubl4
8596	ADAMTS3	Adamts3
8597	ADAMTS2	Adamts2
8600	TMEM5	Tmem5
8604	SYCP2	Sycp2
8605	TICAM1	Ticam1
8606	C11orf58	1110004F10Rik
8607	ADAM29	Adam29
8609	IL1RAPL1	Il1rapl1
8610	ADAMTS15	Adamts15
8611	MGAT4B	Mgat4b
8612	OLFM1	Olfm1
8614	PUF60	Puf60
8615	HABP4	Habp4
8617	ITGB3BP	Itgb3bp
8618	TDRD7	Tdrd7
8619	CBX6	Cbx6
8620	NPTXR	Nptxr
8621	TRAM1	Tram1
8622	ETHE1	Ethe1
8623	QPRT	Qprt
8624	SEC11C	Sec11c
8627	PIK3R5	Pik3r5
8628	RASD2	Rasd2
8629	SMUG1	Smug1
8630	VSIG2	Vsig2
8631	KLHDC2	Klhdc2
8632	CARHSP1	Carhsp1
8633	LEMD3	Lemd3
8634	HEBP2	Hebp2
8635	ORC6	Orc6
8636	PATZ1	Patz1
8639	PPP1R15A	Ppp1r15a
8640	SMPX	Smpx
8641	CADM1	Cadm1
8643	PPIL2	Ppil2
8645	MTCH2	Mtch2
8646	CLDN15	Cldn15
8648	ZNF324	Zfp324
8649	TNFAIP8	Tnfaip8
8652	OPTC	Optc
8654	HSPB8	Hspb8
8656	FAM162A	Fam162a
8658	AKAP8L	Akap8l
8659	GPR160	Gpr160
8660	FETUB	Fetub
8661	ZBTB32	Zbtb32
8662	ACAD8	Acad8
8664	PELP1	Pelp1
8665	SND1	Snd1
8666	STAU2	Stau2
8667	GHITM	Ghitm
8670	LAMP3	Lamp3
8671	TSPAN13	Tspan13
8672	LYPD3	Lypd3
8674	CACNG4	Cacng4
8676	TAF5L	Taf5l
8678	ZBTB11	Zbtb11
8679	BBC3	Bbc3
8680	DKK4	Dkk4
8681	DKK2	Dkk2
8682	INPP5J	Inpp5j
8683	AFF4	Aff4
8685	IL20RA	Il20ra
8686	NAAA	Naaa
8688	IL36A	Il1f6
8689	IL17B	Il17b
8690	TUBGCP4	Tubgcp4
8691	SERP1	Serp1
8692	ARFIP1	Arfip1
8694	SIT1	Sit1
8696	TNFRSF21	Tnfrsf21
8697	SESN1	Sesn1
8699	KLHL20	Klhl20
8700	PCDH17	Pcdh17
8701	CSDC2	Csdc2
8702	CNTN6	Cntn6
8704	SRPX2	Srpx2
8706	RND1	Rnd1
8707	R3HCC1L	R3hcc1l
8708	SMPDL3B	Smpdl3b
8709	DHDH	Dhdh
8711	ADAMDEC1	Adamdec1
8714	ZNF330	Zfp330
8716	GOLIM4	Golim4
8717	P2RY10	P2ry10
8720	RABGEF1	Rabgef1
8721	KCNMB4	Kcnmb4
8726	SH3BP4	Sh3bp4
8727	TMOD3	Tmod3
8728	CARD10	Card10
8730	TFCP2L1	Tfcp2l1
8731	SENP1	Senp1
8733	GALNT5	Galnt5
8734	ZKSCAN5	Zkscan5
8735	ARFGAP2	Arfgap2
8740	ERO1LB	Ero1lb
8742	HUNK	Hunk
8743	VSX1	Vsx1
8745	NT5C	Nt5c
8749	TAX1BP3	Tax1bp3
8752	FAM120A	Fam120a
8753	FAF2	Faf2
8754	BRINP1	Brinp1
8759	ZNF592	Zfp592
8760	MICAL2	Mical2
8763	MTFR1	Mtfr1
8764	TTLL4	Ttll4
8766	IQCB1	Iqcb1
8769	LPIN2	Lpin2
8771	DZIP3	Dzip3
8775	PHF14	Phf14
8776	FAM53B	Fam53b
8780	GREB1	Greb1
8783	UBE3C	Ube3c
8785	EMC2	Emc2
8790	CEP57	Cep57
8792	ST18	St18
8795	KIAA0355	4931406P16Rik
8797	FAM131B	Fam131b
8798	ADAMTSL2	Adamtsl2
8802	ZNF646	Zfp646
8803	RAB11FIP4	Rab11fip4
8804	KIAA0408	9330159F19Rik
8805	VPRBP	Vprbp
8809	GPRASP1	Gprasp1
8810	CCP110	Ccp110
8812	ARHGAP32	Arhgap32
8813	ZNF536	Zfp536
8814	CLSTN1	Clstn1
8815	FAM115A	Fam115a
8816	PHACTR2	Phactr2
8817	SNPH	Snph
8820	TBKBP1	Tbkbp1
8822	TOX	Tox
8823	MLEC	Mlec
8824	LZTS3	Lzts3
8825	KIAA0513	6430548M08Rik
8826	ZFYVE16	Zfyve16
8829	KIAA0101	2810417H13Rik
8831	KIAA0195	2310067B10Rik
8832	BCLAF1	Bclaf1
8834	TBC1D5	Tbc1d5
8837	RIMS3	Rims3
8838	SNX17	Snx17
8839	KIAA0586	2700049A03Rik
8840	DLGAP5	Dlgap5
8841	MTSS1	Mtss1
8842	SPCS2	Spcs2
8843	SERTAD2	Sertad2
8844	CKAP5	Ckap5
8845	MAML1	Maml1
8846	SNX19	Snx19
8847	PHYHIP	Phyhip
8848	TATDN2	Tatdn2
8849	IST1	Ist1
8850	DHCR24	Dhcr24
8851	MRPL19	Mrpl19
8853	SCRN1	Scrn1
8854	SPOCK2	Spock2
8856	RNF40	Rnf40
8858	EFCAB14	Efcab14
8859	URB2	Urb2
8860	TSC22D2	Tsc22d2
8862	ARHGAP11A	Arhgap11a
8863	RGP1	Rgp1
8865	DNAJC6	Dnajc6
8866	JAKMIP2	Jakmip2
8868	ZEB2	Zeb2
8870	ZBTB24	Zbtb24
8871	PLEKHM1	Plekhm1
8873	C2CD5	C2cd5
8874	KIAA0753	4933427D14Rik
8875	EPM2AIP1	Epm2aip1
8876	C2CD2L	C2cd2l
8877	FARP2	Farp2
8878	KIAA0319	D130043K22Rik
8879	CEP350	Cep350
8882	LRIG2	Lrig2
8885	AREL1	Arel1
8887	FCHSD2	Fchsd2
8888	ZC3H11A	Zc3h11a
8889	TOX4	Tox4
8890	ZBTB39	Zbtb39
8892	RHOBTB1	Rhobtb1
8895	LPPR4	D3Bwg0562e
8896	NUAK1	Nuak1
8897	TECPR2	Tecpr2
8898	KIAA0196	E430025E21Rik
8902	KLHL21	Klhl21
8905	TMCC2	Tmcc2
8907	SUPT7L	Supt7l
8908	CHST15	Chst15
8909	FAM20B	Fam20b
8912	ZBTB40	Zbtb40
8913	ZBTB5	Zbtb5
8914	LPGAT1	Lpgat1
8915	MFN2	Mfn2
8916	KIF14	Kif14
8918	HELZ	Helz
8919	CD302	Cd302
8920	DCLRE1A	Dclre1a
8923	SUGP2	Sugp2
8926	FAM3C	Fam3c
8927	PDAP1	Pdap1
8928	SCAF8	Scaf8
8930	CEP162	4922501C03Rik
8932	RHOBTB3	Rhobtb3
8933	COBLL1	Cobll1
8934	RNF44	Rnf44
8935	DLGAP4	Dlgap4
8937	RAB11FIP2	Rab11fip2
8939	FRMPD1	Frmpd1
8940	DOLK	Dolk
8941	VASH1	Vash1
8942	ZNF507	Zfp507
8945	ADNP2	Adnp2
8948	LMTK2	Lmtk2
8949	NTNG1	Ntng1
8950	CHSY1	Chsy1
8951	LPHN1	Lphn1
8952	FNDC3A	Fndc3a
8954	R3HDM2	R3hdm2
8955	SLITRK3	Slitrk3
8956	CNKSR2	Cnksr2
8957	FASTKD2	Fastkd2
8962	INPP5F	Inpp5f
8966	MORC2	Morc2a
8967	ANKRD6	Ankrd6
8968	ZHX2	Zhx2
8970	SPAST	Spast
8972	UBOX5	Ubox5
8974	ZBTB1	Zbtb1
8975	ZNF365	Zfp365
8976	BAHD1	Bahd1
8978	ARSG	Arsg
8980	BTBD3	Btbd3
8981	SBNO2	Sbno2
8984	WDR47	Wdr47
8986	SORCS3	Sorcs3
8987	PCNXL2	Pcnxl2
8991	RAB21	Rab21
8994	EXOSC7	Exosc7
8995	TMCC1	Tmcc1
8996	USP33	Usp33
8997	WDTC1	Wdtc1
9000	ZHX3	Zhx3
9002	EMC1	Emc1
9003	CMTR1	Cmtr1
9004	HECW1	Hecw1
9005	MYCBP2	Mycbp2
9006	PPRC1	Pprc1
9007	EXPH5	Exph5
9010	ZNF423	Zfp423
9013	TTLL5	Ttll5
9015	SARM1	Sarm1
9019	TAB2	Tab2
9020	HIC2	Hic2
9021	CAMTA2	Camta2
9022	POGZ	Pogz
9024	NPHP4	Nphp4
9027	ZZEF1	Zzef1
9028	DCUN1D5	Dcun1d5
9029	ZC3H3	Zc3h3
9030	FCHO2	Fcho2
9032	CLCC1	Clcc1
9034	MPRIP	Mprip
9035	STAB1	Stab1
9036	TTLL12	Ttll12
9037	ZCCHC14	Zcchc14
9038	PASK	Pask
9039	RGL1	Rgl1
9040	PHF3	Phf3
9044	ACSBG1	Acsbg1
9045	TRIM9	Trim9
9046	JMJD6	Jmjd6
9050	FBXO28	Fbxo28
9052	PLCL2	Plcl2
9053	ARHGEF9	Arhgef9
9054	SEL1L3	Sel1l3
9055	DNAJC9	Dnajc9
9056	ARC	Arc
9057	KIAA0922	D930015E06Rik
9058	COBL	Cobl
9059	ANKRD12	Ankrd12
9061	DNMBP	Dnmbp
9062	FAM208A	D14Abb1e
9063	CLUH	Cluh
9064	ARAP2	Arap2
9065	GPR116	Gpr116
9067	AGTPBP1	Agtpbp1
9068	ANKS1A	Anks1
9069	CYLD	Cyld
9070	BICD2	Bicd2
9073	KIF13B	Kif13b
9076	TRIM71	Trim71
9081	SYNM	Synm
9082	JADE2	Jade2
9084	TRIM37	Trim37
9087	FNBP4	Fnbp4
9088	ARHGEF12	Arhgef12
9089	LARP1	Larp1
9090	PPP1R13B	Ppp1r13b
9093	UFL1	Ufl1
9095	SMG5	Smg5
9097	NUDCD3	Nudcd3
9098	ASXL1	Asxl1
9099	PPWD1	Ppwd1
9100	CTDNEP1	Ctdnep1
9102	ZFYVE26	Zfyve26
9103	LRRC8B	Lrrc8b
9104	POFUT1	Pofut1
9108	R3HDM1	R3hdm1
9109	LY96	Ly96
9111	BCL2L13	Bcl2l13
9112	HEPHL1	Hephl1
9113	SUN2	Sun2
9114	BRI3	Bri3
9115	HECTD1	Hectd1
9116	MOB4	Mob4
9117	YIPF3	Yipf3
9120	TECPR1	Tecpr1
9121	ARMC8	Armc8
9123	BRMS1L	Brms1l
9124	HDAC7	Hdac7
9125	ABHD14B	Abhd14b
9127	C3orf17	BC027231
9128	LETMD1	Letmd1
9129	TMEM186	Tmem186
9130	AASDHPPT	Aasdhppt
9134	PAMR1	Pamr1
9135	TRIM58	Trim58
9136	INTS7	Ints7
9140	KANSL1	Kansl1
9141	TMEM158	Tmem158
9142	AHCTF1	Ahctf1
9143	DPCD	Dpcd
9147	ZDHHC5	Zdhhc5
9148	MTMR9	Mtmr9
9149	ATL3	Atl3
9150	MYRIP	Myrip
9151	ZNF521	Zfp521
9153	CNRIP1	Cnrip1
9154	SOSTDC1	Sostdc1
9155	GEMIN5	Gemin5
9158	RAB11FIP5	Rab11fip5
9159	WWTR1	Wwtr1
9160	SAMHD1	Samhd1
9161	TPGS2	Tpgs2
9162	PVRL3	Pvrl3
9163	KANK2	Kank2
9165	TMEM87A	Tmem87a
9166	EGFL6	Egfl6
9167	TIPARP	Tiparp
9168	NECAP2	Necap2
9170	AAR2	Aar2
9172	KRT23	Krt23
9174	HINFP	Hinfp
9176	CLIP3	Clip3
9177	TBC1D10B	Tbc1d10b
9180	GORASP2	Gorasp2
9181	POLR2M	Polr2m
9182	ZZZ3	Zzz3
9185	TMEM98	Tmem98
9188	ZNF451	Zfp451
9189	SIPA1L1	Sipa1l1
9191	SS18L1	Ss18l1
9192	SETBP1	Setbp1
9193	SLITRK5	Slitrk5
9194	PPP1R16B	Ppp1r16b
9196	SENP6	Senp6
9199	RAI14	Rai14
9201	POLDIP2	Poldip2
9203	GPATCH4	Gpatch4
9204	ARHGEF26	Arhgef26
9205	PGM3	Pgm3
9208	TOR1AIP1	Tor1aip1
9209	CCDC9	Ccdc9
9210	DCAF4	Dcaf4
9213	SZRD1	Szrd1
9215	LRIT1	Lrit1
9218	WSB1	Wsb1
9219	LDLRAP1	Ldlrap1
9221	TCTN3	Tctn3
9222	FGFR1OP2	Fgfr1op2
9223	KIAA1279	2510003E04Rik
9224	TRPC4AP	Trpc4ap
9226	ZBTB20	Zbtb20
9227	C1QTNF5	C1qtnf5
9230	RIBC2	Ribc2
9231	NAT9	Nat9
9232	AAAS	Aaas
9233	MTG2	Mtg2
9236	SENP3	Senp3
9238	CNPPD1	Cnppd1
9240	SDCBP2	Sdcbp2
9247	ERLEC1	Erlec1
9248	MMADHC	Mmadhc
9249	SGSM3	Sgsm3
9250	GLTSCR1	Gltscr1
9251	PLA2G3	Pla2g3
9252	CD207	Cd207
9253	COL5A3	Col5a3
9254	PODXL2	Podxl2
9256	CALY	Caly
9261	RBP3	Rbp3
9262	SUFU	Sufu
9263	SHROOM3	Shroom3
9266	LPIN1	Lpin1
9268	PROK2	Prok2
9269	SALL2	Sall2
9272	FBXO18	Fbxo18
9273	FBXO16	Fbxo16
9274	FBXO6	Fbxo6
9277	HS6ST2	Hs6st2
9279	FBXL8	Fbxl8
9280	DMRT1	Dmrt1
9281	ADAR	Adar
9283	UBXN1	Ubxn1
9284	FAM65B	Fam65b
9285	SLC14A1	Slc14a1
9287	MBTPS2	Mbtps2
9289	HOOK1	Hook1
9291	PRLH	Prlh
9292	GMNN	Gmnn
9293	ZMYND10	Zmynd10
9294	PLA1A	Pla1a
9295	UBR5	Ubr5
9296	TRIM33	Trim33
9298	SRRT	Srrt
9299	WDPCP	Wdpcp
9300	ZNF691	Zfp691
9301	TXNDC11	Txndc11
9302	ATL1	Atl1
9303	CALHM2	Calhm2
9305	CUTA	Cuta
9306	LSR	Lsr
9310	MTERFD1	Mterfd1
9311	AMDHD2	Amdhd2
9313	SLC35B3	Slc35b3
9315	NOSIP	Nosip
9317	TMX2	Tmx2
9318	CUTC	Cutc
9320	MRPS17	Mrps17
9321	MRPS7	Mrps7
9322	CRYL1	Cryl1
9326	UCHL5	Uchl5
9327	CRLF3	Crlf3
9329	PLLP	Pllp
9332	RRNAD1	Rrnad1
9333	TRNT1	Trnt1
9334	SCCPDH	Sccpdh
9335	IFT52	Ift52
9336	DYNC2LI1	Dync2li1
9337	SH3GLB1	Sh3glb1
9338	ZC2HC1A	Zc2hc1a
9341	PHF20L1	Phf20l1
9343	TFB1M	Tfb1m
9345	APH1A	Aph1a
9349	LACTB2	Lactb2
9350	DHRS7	Dhrs7
9355	C14orf166	2700060E02Rik
9356	DERL2	Derl2
9359	EXOSC1	Exosc1
9360	SF3B6	0610009D07Rik
9361	ISOC1	Isoc1
9364	CCDC53	Ccdc53
9366	COPZ1	Copz1
9367	PPIL1	Ppil1
9368	MED31	Med31
9370	MRPS16	Mrps16
9371	MRPS18C	Mrps18c
9374	VPS36	Vps36
9376	GLOD4	Glod4
9378	STYXL1	Styxl1
9379	RBM7	Rbm7
9380	EIF3L	Eif3l
9381	COMMD2	Commd2
9384	MPC1	Mpc1
9385	GOLGA7	Golga7
9387	TRIM17	Trim17
9390	ASB1	Asb1
9391	GPR75-ASB3	Asb3
9391	ASB3	Asb3
9392	ASB4	Asb4
9395	KCTD3	Kctd3
9396	CEP83	Ccdc41
9398	TMEM66	Tmem66
9400	INSIG2	Insig2
9401	CPQ	Cpq
9403	DYNC1LI1	Dync1li1
9404	COMMD10	Commd10
9409	UBAC1	Ubac1
9410	OAZ3	Oaz3
9412	SLC45A2	Slc45a2
9414	SERPINA10	Serpina10
9416	CRNN	Crnn
9417	TMEFF2	Tmeff2
9418	KIF20B	Kif20b
9419	LSM8	Lsm8
9420	AMOTL2	Amotl2
9423	PDGFC	Pdgfc
9424	TRAPPC2L	Trappc2l
9425	C3orf18	6430571L13Rik
9426	TRIP4	Trip4
9427	EGFL7	Egfl7
9428	DBR1	Dbr1
9430	DCTN4	Dctn4
9431	DDX41	Ddx41
9433	VPS29	Vps29
9435	GPRC5B	Gprc5b
9437	SCARA3	Scara3
9438	EMCN	Emcn
9439	IMPG2	Impg2
9441	HPCAL4	Hpcal4
9443	TUBD1	Tubd1
9444	FZR1	Fzr1
9445	VGLL1	Vgll1
9446	RNF138	Rnf138
9447	TOB2	Tob2
9448	PLEKHO1	Plekho1
9450	CDH9	Cdh9
9453	CNOT1	Cnot1
9455	UIMC1	Uimc1
9457	TRAP1	Trap1
9458	PCYOX1	Pcyox1
9459	FBXO40	Fbxo40
9461	CRBN	Crbn
9462	RSL24D1	Rsl24d1
9464	DNAJB11	Dnajb11
9467	GULP1	Gulp1
9469	RHBG	Rhbg
9471	UPB1	Upb1
9472	SFMBT1	Sfmbt1
9473	ZNF639	Zfp639
9475	GPR89A	Gpr89
9475	GPR89B	Gpr89
9478	PLCE1	Plce1
9479	NAT8	Nat8
9482	SLCO4A1	Slco4a1
9483	DCDC2	Dcdc2a
9484	LIMA1	Lima1
9485	IRX4	Irx4
9487	GHRL	Ghrl
9488	GP6	Gp6
9489	CLDN18	Cldn18
9491	ANKFY1	Ankfy1
9493	CD244	Cd244
9494	PTPLAD1	Ptplad1
9496	NELFCD	Nelfcd
9498	HYPK	Hypk
9499	CWC15	Cwc15
9500	UFC1	Ufc1
9501	RTFDC1	Rtfdc1
9502	CDK5RAP1	Cdk5rap1
9503	RNF141	Rnf141
9504	ZNF219	Zfp219
9505	ABI3	Abi3
9507	PHF20	Phf20
9508	HIGD1B	Higd1b
9509	VRK3	Vrk3
9510	CRIM1	Crim1
9512	MPP5	Mpp5
9514	NCKIPSD	Nckipsd
9515	TMEM9	Tmem9
9516	PRKD2	Prkd2
9517	CXXC5	Cxxc5
9518	TMEM138	Tmem138
9519	ANKRD39	Ankrd39
9520	COX16	Cox16
9521	OSER1	Oser1
9522	GSKIP	Gskip
9523	CCDC174	Ccdc174
9524	JKAMP	Jkamp
9530	PDZD11	Pdzd11
9531	TMEM69	Tmem69
9533	PPHLN1	Pphln1
9534	NT5C3A	Nt5c3
9536	MRPL37	Mrpl37
9537	RNF181	Rnf181
9538	TBC1D7	Tbc1d7
9539	MARCH2	March2
9541	TMEM216	Tmem216
9542	PBDC1	Pbdc1
9543	MRPL27	Mrpl27
9548	SCLY	Scly
9549	CLEC1A	Clec1a
9551	C9orf78	BC005624
9553	SYT17	Syt17
9554	UBAP1	Ubap1
9555	NINJ2	Ninj2
9558	DNAJC27	Dnajc27
9559	C1RL	C1rl
9560	TM7SF3	Tm7sf3
9561	ANKMY1	Ankmy1
9562	PEX5L	Pex5l
9563	BFAR	Bfar
9565	RASL12	Rasl12
9567	COA4	Coa4
9568	RXFP3	Rxfp3
9569	LGSN	Lgsn
9570	GMIP	Gmip
9571	NT5DC3	Nt5dc3
9573	CD320	Cd320
9574	PCDH12	Pcdh12
9576	MBIP	Mbip
9577	NRN1	Nrn1
9578	TIMMDC1	Timmdc1
9580	CYP39A1	Cyp39a1
9581	FKBP11	Fkbp11
9582	ZDHHC3	Zdhhc3
9583	MYOZ2	Myoz2
9585	FAM13B	Fam13b
9586	FAM53C	Fam53c
9588	ARMCX3	Armcx3
9589	ARMCX1	Armcx1
9590	FAM198B	Fam198b
9591	TDP2	Tdp2
9592	SLC6A13	Slc6a13
9593	NME8	Nme8
9594	UFM1	Ufm1
9595	KRCC1	Krcc1
9597	PHF21A	Phf21a
9598	MRPL35	Mrpl35
9599	FAM49B	Fam49b
9601	MEX3C	Mex3c
9602	AMZ2	Amz2
9603	SPG21	Spg21
9604	PAXBP1	Paxbp1
9606	ARL6IP4	Arl6ip4
9607	MRPS30	Mrps30
9613	DACT1	Dact1
9617	SYT3	Syt3
9618	SNTB1	Sntb1
9619	CNTFR	Cntfr
9620	CLDN1	Cldn1
9621	CLDN2	Cldn2
9622	RECK	Reck
9624	INCENP	Incenp
9630	CLEC4F	Clec4f
9631	DNAJC5	Dnajc5
9632	BOK	Bok
9633	MZF1	Mzf1
9635	BANP	Banp
9640	RBMS1	Rbms1
9641	ACRBP	Acrbp
9642	RAB33B	Rab33b
9643	PDLIM1	Pdlim1
9646	HIF3A	Hif3a
9647	DEAF1	Deaf1
9649	CLDN7	Cldn7
9650	FUT8	Fut8
9651	TIMM23	Timm23
9653	SPINT1	Spint1
9654	RWDD2B	Rwdd2b
9655	STX18	Stx18
9656	UBN1	Ubn1
9660	TAS2R16	Tas2r118
9661	PARD6A	Pard6a
9662	SPOCK3	Spock3
9663	CKLF	Cklf
9666	TBX22	Tbx22
9667	OLIG1	Olig1
9668	MYADM	Myadm
9669	IL22	Il22
9669	IL22	Iltifb
9670	GJA3	Gja3
9675	OGT	Ogt
9679	MRPL39	Mrpl39
9680	HOXC10	Hoxc10
9681	IL1RAPL2	Il1rapl2
9683	COQ3	Coq3
9685	GALNT7	Galnt7
9687	PTOV1	Ptov1
9689	DUOX2	Duox2
9690	A4GALT	A4galt
9692	MDM1	Mdm1
9694	POLE3	Pole3
9696	C21orf91	D16Ertd472e
9697	BAIAP2	Baiap2
9698	ENAM	Enam
9700	UBQLN3	Ubqln3
9706	FEV	Fev
9711	CNOT11	Cnot11
9712	FOXRED1	Foxred1
9714	EPDR1	Epdr1
9716	FNDC8	Fndc8
9717	IL17RD	Il17rd
9719	FAM20A	Fam20a
9720	NAGK	Nagk
9728	ZRANB1	Zranb1
9729	CHRNA9	Chrna9
9730	UBE2Q1	Ube2q1
9731	TRIM44	Trim44
9732	MIOX	Miox
9734	BTG4	Btg4
9735	ZC3H7B	Zc3h7b
9738	NKIRAS2	Nkiras2
9739	VEZT	Vezt
9741	RNF111	Rnf111
9745	NSMCE4A	Nsmce4a
9746	RNPC3	Rnpc3
9747	ALKBH4	Alkbh4
9749	DNAJB12	Dnajb12
9752	CDKN2AIP	Cdkn2aip
9754	KCTD9	Kctd9
9756	MED18	Med18
9757	LRRC16A	Lrrc16a
9760	HAUS6	Haus6
9761	CNNM2	Cnnm2
9762	AHI1	Ahi1
9764	AFTPH	Aftph
9765	QPCTL	Qpctl
9766	GATAD2A	Gatad2a
9767	TRPM6	Trpm6
9768	ANKRD10	Ankrd10
9770	ZNF280C	Zfp280c
9773	FERMT1	Fermt1
9774	TRPM7	Trpm7
9778	BCAS3	Bcas3
9781	BSPRY	Bspry
9782	LRRC49	Lrrc49
9783	BIVM	Bivm
9784	MFSD6	Mfsd6
9785	ESRP1	Esrp1
9787	ANKRD49	Ankrd49
9788	PAQR5	Paqr5
9789	WDR55	Wdr55
9791	FAM83E	Fam83e
9792	GDPD2	Gdpd2
9793	PGPEP1	Pgpep1
9794	ELP6	Elp6
9795	TASP1	Tasp1
9797	SNRK	Snrk
9798	STAP2	Stap2
9800	PPP1R14D	Ppp1r14d
9801	TMEM214	Tmem214
9802	TMEM104	Tmem104
9803	QRICH1	Qrich1
9804	PALMD	Palmd
9805	CNTLN	Cntln
9806	POMGNT1	Pomgnt1
9808	ZCCHC2	Zcchc2
9809	BCOR	Bcor
9813	SMPD4	Smpd4
9815	LPPR1	E130309F12Rik
9816	UHRF1BP1	Uhrf1bp1
9817	NSUN2	Nsun2
9818	ALKBH5	Alkbh5
9819	INO80D	Ino80d
9820	NCAPG2	Ncapg2
9821	PNRC2	Pnrc2
9822	MTMR10	Mtmr10
9824	CASZ1	Casz1
9825	LRRC40	Lrrc40
9828	PXK	Pxk
9830	CDKAL1	Cdkal1
9831	TTC19	Ttc19
9833	MKS1	Mks1
9834	DEPDC1	Depdc1a
9837	SPDL1	Spdl1
9838	SYBU	Sybu
9839	WBP1L	Wbp1l
9840	FLVCR2	Mfsd7c
9842	FOCAD	Focad
9844	YTHDF1	Ythdf1
9845	CMTM6	Cmtm6
9847	RASIP1	Rasip1
9851	CHCHD3	Chchd3
9852	IMPAD1	Impad1
9853	TMEM161A	Tmem161a
9854	HAUS4	Haus4
9856	RAB20	Rab20
9857	WRAP73	Wrap73
9858	TRMT10C	Trmt10c
9862	MARCH5	March5
9863	ADPRHL2	Adprhl2
9864	CCDC169-SOHLH2	Sohlh2
9865	COMMD4	Commd4
9866	OCIAD1	Ociad1
9869	DNAJC28	Dnajc28
9870	SLC41A2	Slc41a2
9871	LPCAT1	Lpcat1
9872	MRPL16	Mrpl16
9873	COMMD8	Commd8
9876	FAM120C	Fam120c
9877	TMEM127	Tmem127
9878	PARP16	Parp16
9880	TXNL4B	Txnl4b
9881	TMEM160	Tmem160
9882	GEMIN8	Gemin8
9885	C1orf56	Gm128
9886	PIGX	Pigx
9888	INTS8	Ints8
9889	ZNF692	Zfp692
9890	TMEM70	Tmem70
9894	CPSF3L	Cpsf3l
9895	ASB6	Asb6
9896	SLC35F6	Slc35f6
9897	C2orf42	C87436
9898	CLN6	Cln6
9899	WDR13	Wdr13
9901	HCFC1R1	Hcfc1r1
9904	MARC2	Marc2
9905	TPCN1	Tpcn1
9906	HIF1AN	Hif1an
9909	LAMTOR1	Lamtor1
9910	ZNF446	Zfp446
9911	FAM118A	Fam118a
9912	CDC37L1	Cdc37l1
9914	PIH1D1	Pih1d1
9915	PPP2R3C	Ppp2r3c
9916	MCU	Mcu
9917	STX17	Stx17
9921	C14orf119	1700123O20Rik
9922	PEX26	Pex26
9924	PID1	Pid1
9926	BANK1	Bank1
9927	TMEM255A	Tmem255a
9928	C17orf80	D11Wsu47e
9929	USP47	Usp47
9930	SLC35A5	Slc35a5
9931	MOCOS	Mocos
9933	CUEDC1	Cuedc1
9936	CDCA4	Cdca4
9938	PLEKHB2	Plekhb2
9941	MRPL20	Mrpl20
9942	GPATCH2L	Gpatch2l
9944	ZCWPW1	Zcwpw1
9948	PDPR	Pdpr
9949	KANSL3	Kansl3
9951	TMEM248	Tmem248
9952	DET1	Det1
9954	MREG	Mreg
9957	FEZF2	Fezf2
9958	TAPBPL	Tapbpl
9960	ARGLU1	Arglu1
9962	CXorf57	D330045A20Rik
9963	C10orf118	A630007B06Rik
9966	TMEM51	Tmem51
9967	YEATS2	Yeats2
9968	WDYHV1	Wdyhv1
9970	PACS1	Pacs1
9971	FRMD4A	Frmd4a
9972	WDR70	Wdr70
9973	ATP5SL	Atp5sl
9974	ATG2B	Atg2b
9976	GPATCH2	Gpatch2
9984	ARHGAP17	Arhgap17
9985	TMEM39A	Tmem39a
9986	PRPF38B	Prpf38b
9987	FANCL	Fancl
9988	AKIRIN2	Akirin2
9991	TRIM68	Trim68
9992	ARMC4	Armc4
9994	SRBD1	Srbd1
9995	WRAP53	Wrap53
9996	ZNF358	Zfp358
10001	HAUS2	Haus2
10003	EFHC1	Efhc1
10004	LRRC8D	Lrrc8d
10005	THAP1	Thap1
10006	ZDHHC4	Zdhhc4
10008	MTPAP	Mtpap
10009	DOK4	Dok4
10010	TMEM38B	Tmem38b
10011	LMBR1L	Lmbr1l
10015	ARMC1	Armc1
10017	ARHGEF10L	Arhgef10l
10018	TMEM33	Tmem33
10019	CEP55	Cep55
10021	MSL2	Msl2
10024	PRMT6	Prmt6
10026	DNAAF2	Dnaaf2
10027	CEP72	Cep72
10028	MRPS10	Mrps10
10029	INTS10	Ints10
10030	KLHL11	Klhl11
10033	RNMTL1	Rnmtl1
10034	LINS	Lins
10036	RNF220	Rnf220
10037	DZANK1	Dzank1
10039	SLC25A36	Slc25a36
10043	ASUN	Asun
10044	PBRM1	Pbrm1
10046	APPL2	Appl2
10047	MAP1S	Map1s
10048	LGI2	Lgi2
10051	ATF7IP	Atf7ip
10054	FAM222B	Fam222b
10055	SBNO1	Sbno1
10056	ARL8B	Arl8b
10058	C1orf112	BC055324
10059	ATAD3A	Atad3a
10061	RCBTB1	Rcbtb1
10062	LEPREL1	Leprel1
10066	EXD2	Exd2
10068	TBC1D13	Tbc1d13
10069	KLHDC8A	Klhdc8a
10070	CKAP2	Ckap2
10071	TRIM62	Trim62
10072	ETNK2	Etnk2
10073	PNMAL1	Pnmal1
10075	EDEM2	Edem2
10076	MOB1A	Mob1a
10077	PARVA	Parva
10078	CHFR	Chfr
10079	SMU1	Smu1
